License Number,Community Name, Street Address,City,Zip Code,Case Number,Longitude,Latitude,First Inspection Date,Next Inspection Date,Inspection Frequency,Compliant,Unit Count,Units Inspected,Average Violations Per Unit,Severity Index,No Violations Observed,Infested Units Percentage,Units with Mold,Analysis Rating,Location
17602,"Garland Avenue, 8313",8313 Garland Ave,Takoma Park,20912,170996,-77.000109072,38.994033969,02/18/2022,,3,1,6,7,2.00,1.78,1,0.00,0.00,at-risk,"(38.994, -77.0001)"
46159,Rosedale Park,4720 Rosedale Ave,Bethesda,20814,170969,-77.095509222,38.992331074,03/09/2022,,3,1,164,41,0.51,1.19,22,0.00,0.00,compliant,"(38.9923, -77.0955)"
17284,"Silver Spring Avenue, 761",761 Silver Spring Ave,Silver Spring,20910,158830,-77.021739787,38.992074266,11/06/2019,,2,0,3,2,0.50,1.00,1,0.00,0.00,compliant,"(38.9921, -77.0217)"
17981,"Avondale Street, 4504-4506",4504 Avondale St,Bethesda,20814,169492,-77.092415395,38.985980004,10/14/2021,,3,1,7,8,2.12,1.36,2,0.00,0.00,at-risk,"(38.986, -77.0924)"
84793,Bainbridge Bethesda,4918 St Elmo Ave,Bethesda,20814,171050,-77.097537438,38.988359097,02/17/2022,,3,1,200,46,0.34,0.86,31,0.00,0.00,compliant,"(38.9884, -77.0975)"
17464,"Garland Avenue, 8307",8307 Garland Ave,Takoma Park,20912,170997,-77.000038677,38.993556187,02/18/2022,,3,1,6,7,1.14,1.73,2,0.00,0.00,at-risk,"(38.9936, -77.0)"
17164,Preston Place Townhouses,3710 Manor Rd,Chevy Chase,20815,169486,-77.071361025,38.99761454,10/21/2021,,3,1,67,17,0.00,0.00,17,0.00,0.00,compliant,"(38.9976, -77.0714)"
17988,Inverness Townhomes,7801 Coddle Harbor Ln,Potomac,20854,169457,-77.159227065,39.04285661,10/04/2021,,1,0,1,0,0.00,0.00,0,0.00,0.00,TBD,"(39.0429, -77.1592)"
17532,Tilbury Garden Apartments,7806 Tilbury St,Bethesda,20814,171971,-77.094055072,38.988815004,05/03/2022,,1,1,30,30,0.83,1.06,18,0.00,0.00,compliant,"(38.9888, -77.0941)"
45214,Whitney At Bethesda Theatre,7707 Wisconsin Ave,Bethesda,20814,171048,-77.094698543,38.986903201,02/16/2022,,3,1,253,57,0.07,0.14,53,0.00,0.00,compliant,"(38.9869, -77.0947)"
17361,Amherst Gardens,11430 Amherst Ave,Silver Spring,20902,161023,-77.048072763,39.04193808,10/28/2020,,1,0,22,1,1.00,1.00,0,0.00,0.00,compliant,"(39.0419, -77.0481)"
17297,Colesville Towers,8811 Colesville Rd,Silver Spring,20910,161019,-77.025098984,38.999657187,10/15/2020,,2,1,272,103,0.92,1.14,48,0.09,0.00,compliant,"(38.9997, -77.0251)"
128683,Tamarron,18101 MARKSMAN CIR,OLNEY,20832,166754,0,0,11/04/2021,,,0,132,35,0.71,1.12,21,0.00,0.00,compliant,"(0.0, 0.0)"
17178,Montgomery Arms,8700 Colesville Rd,Silver Spring,20910,165003,-77.027698773,38.998327689,09/22/2021,,3,1,129,30,0.03,0.13,28,0.00,0.00,compliant,"(38.9983, -77.0277)"
17436,"Domer Avenue, 311",311 Domer Ave,Takoma Park,20912,157651,-77.002371502,38.996452878,10/02/2019,,1,0,8,8,0.62,0.52,5,0.00,0.00,compliant,"(38.9965, -77.0024)"
17720,"Bradford Road, 8806",8806 Bradford Rd,Silver Spring,20901,173301,-77.00645691,39.000867831,07/22/2022,,3,1,6,6,0.33,0.50,4,0.00,0.00,compliant,"(39.0009, -77.0065)"
95494,Dale Apartments,524 Thayer Ave,Silver Spring,20910,157626,-77.014161573,38.993343929,10/02/2019,,1,0,26,29,1.96,1.50,5,0.06,0.00,compliant,"(38.9933, -77.0142)"
17531,Londonderry Towers,17060 King James Way,Gaithersburg,20877,146558,-77.207214408,39.136529026,06/06/2018,,3,0,150,37,0.16,0.51,31,0.10,0.02,compliant,"(39.1365, -77.2072)"
17484,"Longbranch Parkway, 7906",7906 Long Branch Pkwy,Takoma Park,20912,157695,-76.996017475,38.987707796,08/30/2019,,2,0,3,3,0.00,0.00,3,0.00,0.00,compliant,"(38.9877, -76.996)"
88246,Yorkshire II,11401 July Dr,Silver Spring,20904,171039,-76.981718706,39.041601375,02/17/2022,,3,1,97,19,1.57,1.08,10,0.05,0.00,compliant,"(39.0416, -76.9817)"
17307,"Garland Avenue, 8215",8215 Garland Ave,Takoma Park,20912,159437,0,0,12/30/2019,,1,0,4,5,0.80,1.65,2,0.00,0.00,at-risk,"(0.0, 0.0)"
17542,Great Hope Homes,1140 Good Hope Dr,Silver Spring,20905-6007,153706,-76.98895429,39.092241869,04/30/2019,,3,0,104,13,1.15,0.61,7,0.00,0.00,compliant,"(39.0922, -76.989)"
18223,"Garland Avenue, 8305",8305 Garland Ave,Takoma Park,20912,159475,-76.999996429,38.993385952,02/07/2020,,2,0,6,5,0.00,0.00,5,0.00,0.00,compliant,"(38.9934, -77.0)"
113035,Oak Mill Apartments,20010 Frederick Rd,Germantown,20876,157508,0,0,06/29/2019,,3,0,400,373,1.13,1.35,121,0.02,0.03,compliant,"(0.0, 0.0)"
61346,Upstairs At Bethesda Row,7131 Arlington Rd,Bethesda,20814,171021,-77.098407409,38.981254685,04/18/2022,,3,1,180,45,0.31,0.98,28,0.00,0.00,compliant,"(38.9813, -77.0984)"
18208,"Greenwood Avenue, 8516",8516 Greenwood Ave,Takoma Park,20912,160576,-77.002192053,38.996277167,01/27/2021,,3,1,3,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9963, -77.0022)"
21574,Eaves Washingtonian Center,0000 Marathon Cir.,Gaithersburg,20878,171019,0,0,05/11/2022,,3,1,288,60,0.90,0.58,43,0.00,0.01,compliant,"(0.0, 0.0)"
17288,"Avondale Street, 4523",4523 Avondale St,Bethesda,20814,159423,-77.09327428,38.986319793,01/14/2020,,2,0,4,4,0.50,4.00,0,0.00,0.00,at-risk,"(38.9863, -77.0933)"
17347,Glenmont Crossing,2100 Georgian Woods Pl,Silver Spring,20902,164403,-77.04482214,39.054771972,03/12/2021,,2,1,97,49,0.59,1.03,24,0.00,0.04,compliant,"(39.0548, -77.0448)"
17448,Ashford At Woodlake,14175 Castle Blvd,Silver Spring,20904,106412,0,0,06/12/2012,,1,0,534,1,0.00,0.00,1,0.00,0.00,compliant,"(0.0, 0.0)"
16472,"Garland Avenue, 7803",7803 Garland Ave,Takoma Park,20912,158828,-76.997241741,38.987716074,11/15/2019,,2,0,1,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9877, -76.9972)"
86953,Pallas,11550 Old Georgetown Rd,Rockville,20852,160559,-77.118831926,39.048958765,10/22/2020,,3,1,319,0,0.00,0.00,0,0.00,0.00,compliant,"(39.049, -77.1188)"
17485,"Flower Avenue, 8001",8001 Flower Ave,Takoma Park,20912,170971,-77.000759913,38.988973599,02/14/2022,,3,1,1,2,1.00,3.00,0,0.00,0.00,at-risk,"(38.989, -77.0008)"
17296,Cole Spring Plaza,1001 Spring St,Silver Spring,20910,171022,-77.026576801,38.999533317,04/06/2022,,3,1,278,62,0.33,0.46,48,0.00,0.00,compliant,"(38.9995, -77.0266)"
17285,"Greenwood Ave, 8515 & Browning Ave, 400",8515 Greenwood Ave,Takoma Park,20912,171918,-77.001453155,38.996178362,05/24/2022,,2,1,24,24,2.45,1.31,5,0.04,0.00,at-risk,"(38.9962, -77.0015)"
17607,"Quebec Terrace, 1017",1017 Quebec Ter,Silver Spring,20903,169451,-76.988205134,39.00011234,10/12/2021,,1,0,4,4,1.75,1.60,1,0.00,0.00,at-risk,"(39.0001, -76.9882)"
17161,"Schuyler Rd., 100-102",100 Schuyler Rd,Silver Spring,20901,160585,-77.011774198,39.003247943,02/25/2020,,3,1,26,25,1.68,2.11,3,0.12,0.00,at-risk,"(39.0032, -77.0118)"
94216,Lakeview House,10250 WESTLAKE DR,BETHESDA,20817,165392,0,0,06/17/2021,,,0,152,0,0.00,0.00,0,0.00,0.00,TBD,"(0.0, 0.0)"
17595,"Mt. Vernon Avenue, 26026-28",26026 Mount Vernon Ave,Damascus,20872-2010,170993,-77.200226482,39.283742615,03/03/2022,,3,1,2,2,3.00,0.83,1,0.00,0.00,at-risk,"(39.2837, -77.2002)"
17483,"Garland Avenue, 8101",8101 Garland Ave,Takoma Park,20912,171016,-76.998948002,38.990596335,02/09/2022,,3,1,5,6,2.00,1.27,2,0.00,0.00,compliant,"(38.9906, -76.9989)"
17631,Yorkshire I,11401 July Dr,Silver Spring,20904,154261,-76.981718706,39.041601375,04/24/2019,,3,0,228,79,0.44,0.82,51,0.00,0.00,compliant,"(39.0416, -76.9817)"
96607,910 KENNEBEC AVE,910 Kennebec Ave,Takoma Park,20912,158814,-76.999422977,38.990610061,10/24/2019,,1,0,3,3,0.00,0.00,3,0.00,0.00,compliant,"(38.9906, -76.9994)"
17162,Hermitage Square,3213 Hewitt Ave,Silver Spring,20906,159927,-77.064364597,39.079818798,02/18/2020,,3,1,131,37,2.51,1.50,9,0.02,0.00,at-risk,"(39.0798, -77.0644)"
18216,"Houston Avenue, 811",811 Houston Ave,Takoma Park,20912,171927,-77.000594549,38.991104282,04/07/2021,,2,1,4,3,2.66,2.12,0,0.00,0.00,troubled,"(38.9911, -77.0006)"
17766,"Greenwood Avenue, 8500",8500 Greenwood Ave,Takoma Park,20912,157669,-77.001745157,38.995055368,09/17/2019,,1,0,5,7,1.14,1.25,2,0.00,0.00,compliant,"(38.9951, -77.0017)"
17291,Garland Towers,8221 Garland Ave,Takoma Park,20912,170994,-76.999669247,38.992721495,03/07/2022,,3,1,25,6,0.16,0.16,5,0.00,0.00,compliant,"(38.9927, -76.9997)"
17156,Greenwood Terrace,8502 Greenwood Ave,Takoma Park,20912,160577,-77.001892919,38.995415037,11/19/2020,,3,1,47,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9954, -77.0019)"
17276,Halpine View,13013 Crookston Ln,Rockville,20851,171044,-77.111285875,39.068674487,03/24/2022,,3,1,562,158,1.15,1.17,68,0.02,0.00,compliant,"(39.0687, -77.1113)"
17519,Waverly House,4521 East West Hwy,Bethesda,20814,170970,-77.092228246,38.985430995,04/19/2022,,3,1,157,31,0.03,0.06,30,0.00,0.00,compliant,"(38.9854, -77.0922)"
18227,"Holstein Street, 7902",7902 Holstein St,Takoma Park,20912,157694,-76.999257612,38.988561755,08/27/2019,,1,0,2,1,2.00,1.50,0,0.00,0.00,compliant,"(38.9886, -76.9993)"
17744,"Greenwood Avenue, 8220",8220 Greenwood Ave,Takoma Park,20912,157679,-77.001161005,38.992441433,08/28/2019,,1,0,5,7,1.14,0.35,5,0.00,0.00,compliant,"(38.9924, -77.0012)"
17456,"Thayer Avenue, 809",809 Thayer Ave,Silver Spring,20910,169453,-77.022869606,38.993367277,10/14/2021,,1,0,3,4,1.00,1.00,0,0.00,0.00,compliant,"(38.9934, -77.0229)"
45287,Avalon At Grosvenor Station,10306 Strathmore Hall St,Rockville,20852,165265,-77.101662366,39.025829957,07/28/2022,,3,1,497,111,0.72,0.86,66,0.00,0.00,compliant,"(39.0258, -77.1017)"
17386,"Quebec Terrace, 1005-07-09",1005 Quebec Ter,Silver Spring,20903,169450,-76.989123565,38.999835135,10/05/2021,,1,0,12,12,1.16,1.00,6,0.08,0.00,compliant,"(38.9998, -76.9891)"
17260,Aspen Hill Apartments,13515 Georgia Ave,Silver Spring,20906,164995,-77.070143209,39.079425507,08/11/2021,,3,1,202,60,1.25,1.72,11,0.01,0.00,at-risk,"(39.0794, -77.0701)"
17397,Middlebrooke,5015 Battery Ln,Bethesda,20814,159926,-77.103371292,38.99131122,02/06/2020,,2,0,84,39,0.69,0.77,23,0.00,0.00,compliant,"(38.9913, -77.1034)"
17819,"Greenwood Avenue, 8400",8400 Greenwood Ave,Takoma Park,20912,173296,-77.001512886,38.994132776,07/11/2022,,3,1,5,5,1.00,0.72,3,0.00,0.00,compliant,"(38.9941, -77.0015)"
17014,"Glenville Road, 8804",8804 Glenville Rd,Silver Spring,20901,170973,-76.997371506,38.999926185,02/25/2022,,3,1,4,4,1.75,1.60,1,0.00,0.00,at-risk,"(38.9999, -76.9974)"
17429,"Flower Avenue, 8627",8627 Flower Ave,Takoma Park,20912,157677,-77.003050615,38.997575853,09/03/2019,,1,0,5,5,0.60,1.06,3,0.00,0.00,compliant,"(38.9976, -77.0031)"
17729,"Avondale Street, 4534 & 4536",4534 Avondale St,Bethesda,20814,157653,-77.093801358,38.985852594,09/30/2019,,1,0,4,5,1.00,0.96,2,0.00,0.00,compliant,"(38.9859, -77.0938)"
106982,Cherry Knolls Apartment,18832 BENT WILLOW CIR,GERMANTOWN,20874,169482,0,0,12/01/2021,,3,1,300,81,0.98,1.59,29,0.03,0.00,at-risk,"(0.0, 0.0)"
17628,The Verandahs Apartments,9300 Willow Creek Dr,Montgomery Village,20886,171973,0,0,09/01/2022,,1,1,185,149,1.01,0.77,91,0.02,0.00,compliant,"(0.0, 0.0)"
17708,"Houston Avenue, 805",805 Houston Ave,Takoma Park,20912,160578,-77.001146939,38.991005461,07/22/2021,,3,1,4,2,1.00,1.50,0,0.00,0.00,compliant,"(38.991, -77.0011)"
17438,"Flower Avenue, 8011",8011 Flower Ave,Takoma Park,20912,157680,-77.000826771,38.989742397,10/02/2019,,1,0,4,4,2.00,1.50,1,0.00,0.00,compliant,"(38.9897, -77.0008)"
18013,Kensington House,10225 Frederick Ave,Kensington,20895,159919,-77.069487396,39.024679988,02/19/2020,,2,1,138,127,1.77,1.17,40,0.05,0.00,compliant,"(39.0247, -77.0695)"
17400,Kentwood Apartments,4750 Chevy Chase Dr,Chevy Chase,20815,171023,-77.093894685,38.976577501,02/11/2022,,3,1,62,12,0.25,0.33,10,0.00,0.00,compliant,"(38.9766, -77.0939)"
18236,Prospect House,921 Prospect St,Takoma Park,20912,157650,-76.997818659,38.989393713,09/11/2019,,2,0,4,1,0.00,0.00,1,0.00,0.00,compliant,"(38.9894, -76.9978)"
17256,Forest Park Apartment,9316 Piney Branch Rd,Silver Spring,20903,171029,-76.986636937,39.001304219,03/30/2022,,3,0,191,47,2.40,1.81,10,0.06,0.04,troubled,"(39.0013, -76.9866)"
17733,Oakfield Apartments - Phase II,2217 Georgian Way,Silver Spring,20902,169468,-77.046615495,39.054559993,01/26/2022,,3,1,371,94,2.01,1.37,26,0.05,0.03,at-risk,"(39.0546, -77.0466)"
76320,Solaire Metro Apartments,1150 Ripley St,Silver Spring,20910,169465,-77.028783659,38.992328075,11/16/2021,,3,1,295,72,0.26,0.42,57,0.00,0.00,compliant,"(38.9923, -77.0288)"
18135,"White Ground Road, 17700",17700 White Ground Rd,Boyds,20841,157689,-77.347513934,39.151358433,09/09/2019,,1,0,2,2,0.00,0.00,3,0.00,0.00,compliant,"(39.1514, -77.3475)"
17326,"Greenwood Avenue, 8402",8402 Greenwood Ave,Takoma Park,20912,161032,-77.001537555,38.994316779,01/27/2021,,3,1,5,1,1.00,1.00,0,0.00,0.00,compliant,"(38.9943, -77.0015)"
17648,"Clayborn Avenue, 405",405 Clayborn Ave,Takoma Park,20912,161030,-77.000619243,38.994690182,07/13/2021,,3,1,4,1,1.00,3.00,0,0.00,0.00,at-risk,"(38.9947, -77.0006)"
17544,Parkway Woods,12933 Twinbrook Pkwy,Rockville,20851,169470,-77.11411882,39.068320765,11/19/2021,,3,1,24,6,3.33,1.54,1,0.00,0.00,troubled,"(39.0683, -77.1141)"
38968,Pinnacle Town Center,19860 Century Blvd,Germantown,20874,154249,-77.2648362,39.182333326,05/02/2019,,3,0,328,86,0.69,1.01,41,0.00,0.00,compliant,"(39.1823, -77.2648)"
17492,"Greenwood Avenue, 8409",8409 Greenwood Ave,Takoma Park,20912,161033,-77.001111831,38.994723101,01/27/2021,,3,1,3,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9947, -77.0011)"
79547,Citron Apartments,815 Pershing Dr,Silver Spring,20910,171034,-77.023662732,38.997730012,02/22/2022,,3,1,222,55,0.47,0.58,39,0.03,0.01,compliant,"(38.9977, -77.0237)"
17753,"Garland Avenue, 8314",8314 Garland Ave,Takoma Park,20912,171026,-77.000545306,38.994467776,02/10/2022,,3,1,5,1,0.00,0.00,5,0.00,0.00,compliant,"(38.9945, -77.0005)"
17737,"Silver Spring Avenue, 628",628 Silver Spring Ave,Silver Spring,20910,169459,-77.015269527,38.991729294,10/25/2021,,3,1,4,4,2.25,1.22,0,0.00,0.00,at-risk,"(38.9917, -77.0153)"
17129,Pomander Court,1620 University Blvd W,Silver Spring,20902-3649,146165,-77.039349158,39.036995775,03/28/2018,,3,0,24,25,1.40,0.85,14,0.00,0.08,compliant,"(39.037, -77.0393)"
17451,Rock Creek Palisades,11300 Connecticut Ave,Kensington,20895,166611,-77.077183691,39.042500128,01/06/2022,,3,1,60,1,17.00,-96.25,45,0.00,0.00,at-risk,"(39.0425, -77.0772)"
17752,"Avondale Street, 4512-4514",4512 Avondale St,Bethesda,20814,169491,-77.092830464,38.985941226,10/13/2021,,3,1,5,5,0.80,0.60,2,0.00,0.00,compliant,"(38.9859, -77.0928)"
82513,Millstone At Kingsview,13611 Ale House Cir,Germantown,20874,169481,-77.284203156,39.158696238,05/23/2022,,3,1,195,50,0.28,0.22,42,0.00,0.00,compliant,"(39.1587, -77.2842)"
18210,"Georgia Avenue, 22310",22310 Georgia Ave,Brookeville,20833,154041,-77.060129493,39.222573116,03/18/2019,,3,0,2,2,0.00,0.00,6,0.00,0.00,compliant,"(39.2226, -77.0601)"
17994,Montgomery Trace Apartments,14114 Grand Pre Rd,Silver Spring,20906,166705,-77.074288138,39.086997731,11/18/2021,,3,1,192,44,0.47,0.64,31,0.00,0.00,compliant,"(39.087, -77.0743)"
70364,Argent Apartments,1200 Blair Mill Rd,Silver Spring,20910,169463,-77.029623493,38.989826552,11/15/2021,,3,1,96,21,0.38,0.85,15,0.00,0.00,compliant,"(38.9898, -77.0296)"
17328,"Greenwood Avenue, 8210",8210 Greenwood Ave,Takoma Park,20912,173295,-77.001125835,38.99221631,07/11/2022,,3,1,6,6,1.33,2.18,1,0.00,0.00,at-risk,"(38.9922, -77.0011)"
95888,"Kennebec Avenue, 1001",1001 KENNEBEC AVE,TAKOMA PARK,20912,157640,-76.998332315,38.990110349,09/13/2019,,1,0,3,3,0.33,1.00,0,0.00,0.00,compliant,"(38.9901, -76.9983)"
17176,Londonderry,17041 Downing St,Gaithersburg,20877,166749,-77.208598416,39.136013164,12/14/2021,,3,1,529,134,1.16,1.14,56,0.02,0.00,compliant,"(39.136, -77.2086)"
17423,Amherst Square,11500 Amherst Ave,Silver Spring,20902,161024,-77.047918835,39.043406868,10/28/2020,,1,0,125,1,1.00,1.00,0,0.00,0.00,compliant,"(39.0434, -77.0479)"
112415,Manor at Cloppers Mill,18003 Mateny Rd,Germantown,20874,169480,-77.271195721,39.146815378,10/28/2021,,3,1,102,26,0.73,1.00,13,0.00,0.00,compliant,"(39.1468, -77.2712)"
17427,Avery Park Apartments I I,9700 Mt Pisgah Rd,Silver Spring,20903,113176,0,0,05/23/2013,,1,0,42,27,0.29,0.25,23,0.00,0.00,compliant,"(0.0, 0.0)"
79327,Elms At Clarksburg Village,12200 Elm Forest Ct,Clarksburg,20871,170967,-77.252121492,39.228712906,05/12/2022,,3,1,450,108,0.61,0.81,61,0.00,0.00,compliant,"(39.2287, -77.2521)"
17324,"Garland Avenue, 7900",7900 Garland Ave,Takoma Park,20912,159474,-76.998444926,38.988539783,12/12/2019,,2,0,3,4,0.25,1.00,2,0.00,0.00,compliant,"(38.9885, -76.9984)"
17522,"Houston Avenue, 905",905 Houston Ave,Takoma Park,20912,157638,-76.99976779,38.991244312,10/09/2019,,2,0,2,2,0.00,0.00,2,0.00,0.00,compliant,"(38.9912, -76.9998)"
17187,Blair House,8201 16Th St,Silver Spring,20910,153888,-77.03455354,38.991955836,04/11/2019,,1,0,313,74,2.10,1.82,5,0.05,0.02,troubled,"(38.992, -77.0346)"
57536,Covenant Village,18889 Waring Station Rd,Germantown,20874,159925,-77.246222132,39.166054016,01/20/2022,,2,1,89,38,0.15,0.26,33,0.00,0.00,compliant,"(39.1661, -77.2462)"
17497,Northgate,14200 Grand Pre Rd,Silver Spring,20906,165005,-77.076491014,39.089204273,11/04/2021,,3,1,250,61,1.16,1.30,30,0.00,0.00,compliant,"(39.0892, -77.0765)"
115234,"Silver Spring, 626",626 Silver Spring Ave,Silver Spring,20910,159461,-77.01510414,38.991737558,01/14/2020,,2,0,4,4,2.50,1.30,0,0.00,0.00,at-risk,"(38.9917, -77.0151)"
18018,"Flower Avenue, 8411",8411 Flower Ave,Takoma Park,20912,157666,-77.002075883,38.994824714,10/03/2019,,1,0,2,3,1.00,1.33,1,0.00,0.00,compliant,"(38.9948, -77.0021)"
51544,Residences At Rio,9890 Washingtonian Blvd,Gaithersburg,20878,145352,-77.200461969,39.116121533,02/23/2018,,3,0,136,35,0.37,1.05,15,0.00,0.00,compliant,"(39.1161, -77.2005)"
50460,"Prospect Street, 903",903 Prospect St,Takoma Park,20912,157645,-76.999486456,38.989266554,09/10/2019,,1,0,1,1,0.00,0.00,0,0.00,0.00,compliant,"(38.9893, -76.9995)"
17396,Wellington Apartments,4800 Wellington Dr,Chevy Chase,20815,146176,-77.093595368,38.979007689,03/08/2018,,3,0,38,9,0.77,0.77,4,0.00,0.11,compliant,"(38.979, -77.0936)"
75916,The Galaxy,8025 13Th St,Silver Spring,20910,154276,-77.028415539,38.986880678,04/19/2019,,2,0,195,49,0.32,2.12,0,0.00,0.02,at-risk,"(38.9869, -77.0284)"
17526,"Greenwood Avenue, 8408",8408 Greenwood Ave,Takoma Park,20912,173300,-77.001629025,38.994775267,07/27/2022,,3,1,5,6,0.33,0.50,3,0.00,0.00,compliant,"(38.9948, -77.0016)"
18245,Hamptons Phase I I,19773 Crystal Rock Dr,Germantown,20874,168697,-77.261921418,39.180572648,08/24/2021,,3,1,245,97,1.31,1.66,27,0.02,0.00,at-risk,"(39.1806, -77.2619)"
90324,"Flower Avenue, 8623",8623 Flower Ave,Takoma Park,20912,154228,-77.003029484,38.997438588,03/25/2019,,3,0,6,6,0.16,0.16,5,0.00,0.00,compliant,"(38.9974, -77.003)"
17173,Hewitt Gardens,3331 Hewitt Ave,Silver Spring,20906,166700,-77.068333057,39.079940036,06/24/2021,,3,1,143,48,0.97,1.11,19,0.00,0.00,compliant,"(39.0799, -77.0683)"
96373,"Plymouth Street, 8713",8713 Plymouth St,Silver Spring,20901,159445,-77.007174699,38.999991933,12/17/2019,,1,0,6,5,0.40,0.80,3,0.00,0.00,compliant,"(39.0, -77.0072)"
17478,"Garland Avenue, 8111",8111 Garland Ave,Takoma Park,20912,159434,-76.99918023,38.991291001,12/30/2019,,1,0,3,3,0.00,0.00,3,0.00,0.00,compliant,"(38.9913, -76.9992)"
17017,"Greenwood Avenue, 8001",8001 Greenwood Ave,Takoma Park,20912,171972,-77.000070359,38.989594175,04/25/2022,,3,1,5,6,1.33,2.00,0,0.00,0.00,at-risk,"(38.9896, -77.0001)"
42734,Andrew Kim House,2100 Olney Sandy Spring Rd,Olney,20832,170968,-77.043674743,39.144196196,04/28/2022,,3,1,76,19,0.00,0.00,19,0.00,0.00,compliant,"(39.1442, -77.0437)"
55327,"Prospect Street, 909",909 Prospect St,Takoma Park,20912,160583,-76.998824885,38.989185043,06/24/2022,,3,1,2,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9892, -76.9988)"
17446,"Greenwood Avenue, 8507",8507 Greenwood Ave,Takoma Park,20912,171934,-77.001368702,38.995511145,05/02/2022,,2,1,4,5,3.00,1.33,0,0.00,0.00,at-risk,"(38.9955, -77.0014)"
18136,"Greenwood Avenue, 8404",8404 Greenwood Ave,Takoma Park,20912,173298,-77.001537558,38.994476009,07/11/2022,,3,1,4,4,0.75,0.83,2,0.00,0.00,compliant,"(38.9945, -77.0015)"
17503,"Prospect Street, 911",911 Prospect St,Takoma Park,20912,157648,-76.998673604,38.989215248,09/13/2019,,1,0,2,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9892, -76.9987)"
108658,Liberty Mill Apartments,19520 WATERS RD,GERMANTOWN,20874,160558,-77.273991699,39.176052319,07/15/2020,,3,1,303,1,1.00,1.00,0,0.00,0.00,compliant,"(39.1761, -77.274)"
17204,"Seasons, The",4710 Bethesda Ave,Bethesda,20814,169494,-77.093833336,38.980745543,12/02/2021,,3,1,247,59,1.10,1.80,19,0.00,0.01,at-risk,"(38.9807, -77.0938)"
17333,"Avondale Street, 4531",4531 Avondale St,Bethesda,20814,159424,-77.093657665,38.986278275,12/11/2019,,2,0,4,5,1.40,1.02,2,0.00,0.00,compliant,"(38.9863, -77.0937)"
17521,Chelsea Tower,7401 Westlake Ter,Bethesda,20817,169493,-77.151913018,39.02744107,10/27/2021,,3,1,21,5,0.20,0.60,4,0.00,0.00,compliant,"(39.0274, -77.1519)"
17192,Northwest Park,475 Southampton Dr,Silver Spring,20903,170995,-76.984209689,39.00616404,04/20/2022,,3,1,747,187,1.30,1.25,71,0.04,0.02,compliant,"(39.0062, -76.9842)"
86485,The Perry At Park Potomac,12430 Park Potomac Ave,Potomac,20854,159923,-77.157937432,39.059865027,12/07/2021,,3,1,297,77,0.19,-0.05,79,0.00,0.00,compliant,"(39.0599, -77.1579)"
17183,Park Wayne,2 Manchester Pl,Silver Spring,20901,165397,-77.009935466,39.001022102,06/16/2021,,3,1,221,1,2.00,1.00,0,0.00,0.00,compliant,"(39.001, -77.0099)"
17401,Dorset Apartments,4757 Chevy Chase Dr,Chevy Chase,20815,169487,-77.093575364,38.9771626,10/19/2021,,3,1,69,17,0.00,0.00,17,0.00,0.00,compliant,"(38.9772, -77.0936)"
17554,"Wisconsin Avenue, 7347",7347 Wisconsin Ave,Bethesda,20814,157663,-77.093291439,38.983337916,09/25/2019,,1,0,5,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9833, -77.0933)"
105594,North Bethesda Market,11351 WOODGLEN DR,ROCKVILLE,20852,146687,-77.113047723,39.04298445,05/31/2018,,3,0,411,105,0.29,0.49,75,0.00,0.00,compliant,"(39.043, -77.113)"
17309,"Glenville Road, 8807",8807 Glenville Rd,Silver Spring,20901,171178,-76.996629034,38.999846551,02/25/2022,,2,1,4,4,1.25,1.35,1,0.00,0.00,compliant,"(38.9998, -76.9966)"
17961,"Bradford Road, 8716",8716 Bradford Rd,Silver Spring,20901,161026,-77.00675595,38.99990958,03/20/2020,,3,1,6,8,1.87,1.63,1,0.00,0.00,at-risk,"(38.9999, -77.0068)"
18138,"Flower Avenue, 8413",8413 Flower Ave,Takoma Park,20912,157667,-77.00213218,38.994959262,10/03/2019,,1,0,6,7,0.85,1.33,3,0.00,0.00,compliant,"(38.995, -77.0021)"
17237,Wheaton House,10811 Georgia Ave,Silver Spring,20902,161049,-77.048393682,39.03225386,11/22/2021,,3,1,71,17,0.94,0.70,11,0.00,0.00,compliant,"(39.0323, -77.0484)"
17717,"Garland Avenue, 7814",7814 Garland Ave,Takoma Park,20912,169458,-76.998300733,38.988265203,10/13/2021,,3,1,1,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9883, -76.9983)"
17387,Round Hill Apartments of Chevy Chase,8584 Freyman Dr,Chevy Chase,20815,166658,-77.058964675,38.996363887,10/26/2021,,3,1,150,35,0.62,0.85,21,0.00,0.00,compliant,"(38.9964, -77.059)"
79586,Woodward Crossing,8380 Broderick Cir,Gaithersburg,20877,159463,-77.169992791,39.14710462,01/06/2020,,2,0,32,30,1.53,1.56,7,0.06,0.00,at-risk,"(39.1471, -77.17)"
